
DEPTH                   TVD                     ROP_AVG                 GRAM                    RACLM                   RPCLM                   RACHM                   RPCHM                   TCDM                    
m                       m                       m/hr                    API                     ohm.m                   ohm.m                   ohm.m                   ohm.m                   degF                    

2346.75                 2346.52                 126.11                  88.8                    0.883                   0.827                   0.881                   0.777                   180.1                   
2347.00                 2346.82                 260.05                  93.0                    0.886                   0.839                   0.894                   0.793                   180.1                   
2347.25                 2347.13                 345.54                  90.4                    0.889                   0.844                   0.899                   0.799                   180.1                   
2347.50                 2347.43                 358.65                  92.2                    0.892                   0.849                   0.898                   0.806                   180.1                   
2347.75                 2347.74                 189.51                  89.8                    0.891                   0.844                   0.900                   0.794                   180.1                   
2348.00                 2347.86                 136.73                  91.3                    0.889                   0.842                   0.903                   0.795                   180.1                   
2348.25                 2348.04                 61.42                   89.3                    0.888                   0.837                   0.900                   0.785                   180.1                   
2348.50                 2348.34                 45.86                   91.0                    0.885                   0.835                   0.893                   0.778                   180.1                   
2348.75                 2348.65                 45.59                   93.5                    0.883                   0.835                   0.895                   0.777                   180.1                   
2349.00                 2348.95                 43.32                   87.4                    0.873                   0.837                   0.886                   0.787                   180.1                   
2349.25                 2349.11                 37.74                   96.4                    0.857                   0.817                   0.855                   0.759                   180.1                   
2349.50                 2349.26                 32.45                   94.0                    0.844                   0.809                   0.819                   0.736                   180.1                   
2349.75                 2349.56                 32.17                   97.0                    0.840                   0.808                   0.809                   0.735                   180.1                   
2350.00                 2349.87                 34.74                   99.9                    0.836                   0.807                   0.807                   0.736                   180.1                   
2350.25                 2350.17                 41.43                   95.9                    0.824                   0.804                   0.791                   0.730                   180.1                   
2350.50                 2350.48                 41.91                   96.4                    0.813                   0.793                   0.775                   0.714                   180.1                   
2350.75                 2350.61                 37.84                   97.5                    0.802                   0.784                   0.763                   0.697                   180.1                   
2351.00                 2350.78                 32.54                   98.6                    0.796                   0.780                   0.753                   0.690                   180.1                   
2351.25                 2351.09                 33.78                   101.0                   0.785                   0.769                   0.740                   0.677                   180.1                   
2351.50                 2351.39                 40.80                   99.7                    0.781                   0.765                   0.734                   0.671                   180.1                   
2351.75                 2351.70                 37.86                   95.0                    0.775                   0.760                   0.720                   0.660                   180.1                   
2352.00                 2351.86                 44.73                   90.9                    0.772                   0.757                   0.714                   0.655                   180.1                   
2352.25                 2352.00                 50.69                   90.1                    0.759                   0.749                   0.715                   0.655                   180.1                   
2352.50                 2352.31                 57.65                   88.8                    0.746                   0.742                   0.714                   0.652                   180.1                   
2352.75                 2352.61                 115.69                  88.0                    0.732                   0.735                   0.712                   0.649                   180.1                   
2353.00                 2352.92                 130.31                  102.2                   0.710                   0.717                   0.716                   0.649                   180.1                   
2353.25                 2353.22                 159.79                  100.2                   0.682                   0.685                   0.695                   0.655                   180.1                   
2353.50                 2353.36                 183.09                  98.4                    0.642                   0.629                   0.600                   0.584                   180.1                   
2353.75                 2353.53                 210.82                  105.8                   0.623                   0.635                   0.609                   0.613                   180.1                   
2354.00                 2353.83                 134.19                  97.6                    0.626                   0.605                   0.633                   0.587                   180.1                   
2354.25                 2354.13                 146.16                  94.3                    0.638                   0.572                   0.607                   0.534                   180.1                   
2354.50                 2354.44                 125.15                  97.7                    0.648                   0.587                   0.589                   0.562                   180.1                   
2354.75                 2354.61                 122.73                  98.9                    0.666                   0.607                   0.587                   0.576                   180.1                   
2355.00                 2354.74                 120.81                  98.7                    0.694                   0.632                   0.599                   0.560                   180.1                   
2355.25                 2355.05                 95.15                   95.0                    0.714                   0.656                   0.612                   0.555                   180.1                   
2355.50                 2355.35                 97.39                   96.5                    0.740                   0.688                   0.679                   0.583                   180.1                   
2355.75                 2355.66                 126.89                  97.9                    0.771                   0.728                   0.730                   0.616                   180.1                   
2356.00                 2355.96                 68.85                   101.3                   0.815                   0.791                   0.801                   0.677                   180.1                   
2356.25                 2356.11                 80.07                   96.3                    0.884                   0.927                   0.936                   0.892                   180.1                   
2356.50                 2356.27                 92.28                   98.6                    0.973                   1.083                   1.058                   1.105                   180.2                   
2356.75                 2356.57                 93.54                   100.3                   1.041                   1.155                   1.103                   1.154                   180.3                   
2357.00                 2356.88                 90.43                   97.6                    1.066                   1.173                   1.119                   1.149                   180.3                   
2357.25                 2357.18                 87.33                   97.4                    1.112                   1.195                   1.135                   1.136                   180.4                   
2357.50                 2357.36                 80.56                   100.3                   1.122                   1.198                   1.142                   1.134                   180.5                   
2357.75                 2357.49                 75.67                   98.4                    1.138                   1.202                   1.154                   1.131                   181.2                   
2358.00                 2357.79                 163.16                  99.2                    1.152                   1.209                   1.177                   1.132                   181.8                   
2358.25                 2358.10                 60.23                   98.3                    1.172                   1.218                   1.201                   1.138                   182.5                   
2358.50                 2358.40                 57.81                   97.2                    1.178                   1.221                   1.205                   1.139                   183.0                   
2358.75                 2358.71                 69.31                   97.9                    1.185                   1.224                   1.209                   1.140                   183.0                   
2359.00                 2358.86                 113.18                  96.9                    1.239                   1.244                   1.239                   1.168                   183.1                   
2359.25                 2359.01                 156.82                  99.2                    1.280                   1.247                   1.250                   1.167                   183.1                   
2359.50                 2359.32                 78.75                   101.7                   1.306                   1.236                   1.252                   1.132                   183.2                   
2359.75                 2359.62                 113.87                  104.8                   1.322                   1.229                   1.250                   1.112                   183.3                   
2360.00                 2359.92                 125.99                  106.9                   1.343                   1.247                   1.265                   1.103                   183.3                   
2360.25                 2360.23                 108.97                  106.6                   1.339                   1.351                   1.344                   1.295                   183.4                   
2360.50                 2360.36                 112.42                  111.7                   1.266                   1.325                   1.290                   1.304                   183.4                   
2360.75                 2360.53                 117.14                  108.6                   1.125                   1.122                   1.102                   1.103                   183.5                   
2361.00                 2360.84                 71.02                   95.8                    0.998                   0.876                   0.920                   0.779                   183.5                   
2361.25                 2361.14                 71.91                   100.2                   0.917                   0.818                   0.872                   0.747                   183.6                   
2361.50                 2361.45                 68.03                   109.5                   0.893                   0.801                   0.865                   0.741                   183.6                   
2361.75                 2361.61                 61.69                   105.1                   0.882                   0.783                   0.855                   0.721                   183.6                   
2362.00                 2361.75                 55.92                   101.8                   0.898                   0.806                   0.884                   0.742                   183.6                   
2362.25                 2362.06                 34.66                   96.9                    0.903                   0.819                   0.875                   0.760                   183.6                   
2362.50                 2362.36                 28.20                   95.5                    0.916                   0.851                   0.891                   0.783                   183.6                   
2362.75                 2362.67                 20.24                   94.6                    0.915                   0.863                   0.887                   0.813                   183.6                   
2363.00                 2362.97                 16.24                   93.7                    0.919                   0.827                   0.875                   0.736                   183.6                   
2363.25                 2363.11                 15.59                   93.4                    0.917                   0.867                   0.906                   0.810                   183.6                   
2363.50                 2363.28                 14.77                   93.6                    0.911                   0.862                   0.911                   0.802                   183.6                   
2363.75                 2363.58                 11.97                   89.1                    0.903                   0.840                   0.901                   0.772                   183.6                   
2364.00                 2363.89                 12.75                   90.0                    0.902                   0.831                   0.895                   0.754                   183.6                   
2364.25                 2364.19                 12.61                   93.9                    0.899                   0.841                   0.892                   0.773                   183.6                   
2364.50                 2364.36                 12.93                   91.2                    0.900                   0.831                   0.893                   0.758                   183.6                   
2364.75                 2364.50                 13.20                   91.5                    0.897                   0.855                   0.893                   0.809                   183.6                   
2365.00                 2364.80                 13.16                   91.9                    0.902                   0.844                   0.891                   0.785                   183.6                   
2365.25                 2365.11                 13.08                   88.6                    0.902                   0.856                   0.889                   0.802                   183.6                   
2365.50                 2365.41                 11.61                   86.5                    0.904                   0.861                   0.891                   0.805                   183.6                   
2365.75                 2365.71                 12.03                   89.2                    0.903                   0.860                   0.879                   0.794                   183.6                   
2366.00                 2365.86                 11.42                   86.7                    0.897                   0.862                   0.864                   0.792                   183.6                   
2366.25                 2366.02                 10.71                   85.8                    0.883                   0.835                   0.844                   0.748                   183.6                   
2366.50                 2366.32                 12.32                   88.7                    0.873                   0.826                   0.828                   0.732                   183.6                   
2366.75                 2366.63                 10.24                   90.6                    0.871                   0.828                   0.825                   0.737                   183.6                   
2367.00                 2366.93                 11.97                   92.7                    0.876                   0.818                   0.838                   0.712                   183.6                   
2367.25                 2367.11                 12.70                   90.8                    0.882                   0.853                   0.844                   0.766                   183.6                   
2367.50                 2367.24                 13.25                   92.5                    0.886                   0.853                   0.852                   0.780                   183.6                   
2367.75                 2367.54                 14.58                   95.5                    0.884                   0.837                   0.841                   0.763                   183.6                   
2368.00                 2367.85                 13.02                   89.4                    0.881                   0.829                   0.851                   0.767                   183.6                   
2368.25                 2368.15                 12.68                   90.8                    0.877                   0.843                   0.866                   0.793                   183.6                   
2368.50                 2368.46                 15.48                   90.7                    0.865                   0.828                   0.858                   0.787                   183.6                   
2368.75                 2368.61                 15.99                   84.7                    0.843                   0.794                   0.830                   0.732                   183.6                   
2369.00                 2368.76                 16.53                   88.2                    0.838                   0.799                   0.827                   0.745                   183.6                   
2369.25                 2369.07                 15.52                   86.1                    0.833                   0.812                   0.828                   0.775                   183.6                   
2369.50                 2369.37                 16.57                   87.3                    0.833                   0.804                   0.828                   0.765                   183.6                   
2369.75                 2369.68                 17.96                   88.0                    0.829                   0.778                   0.812                   0.721                   183.6                   
2370.00                 2369.98                 19.21                   87.7                    0.829                   0.787                   0.825                   0.733                   183.6                   
2370.25                 2370.11                 18.37                   90.0                    0.831                   0.781                   0.807                   0.728                   183.6                   
2370.50                 2370.29                 17.16                   87.1                    0.833                   0.771                   0.808                   0.681                   183.6                   
2370.75                 2370.59                 15.77                   87.1                    0.835                   0.807                   0.819                   0.745                   183.6                   
2371.00                 2370.90                 11.28                   91.4                    0.836                   0.794                   0.826                   0.715                   184.6                   
2371.25                 2371.20                 13.83                   86.8                    0.831                   0.790                   0.810                   0.704                   185.0                   
2371.50                 2371.36                 13.07                   89.4                    0.820                   0.806                   0.781                   0.740                   184.3                   
2371.75                 2371.50                 12.35                   91.7                    0.816                   0.787                   0.806                   0.728                   183.9                   
2372.00                 2371.81                 14.41                   88.7                    0.804                   0.759                   0.795                   0.703                   185.2                   
2372.25                 2372.11                 18.80                   94.8                    0.817                   0.759                   0.813                   0.710                   184.6                   
2372.50                 2372.42                 17.78                   91.9                    0.804                   0.760                   0.787                   0.699                   185.6                   
2372.75                 2372.72                 18.22                   92.8                    0.804                   0.758                   0.789                   0.701                   186.6                   
2373.00                 2372.86                 17.88                   94.5                    0.803                   0.758                   0.789                   0.701                   183.6                   
2373.25                 2373.03                 17.45                   90.3                    0.803                   0.758                   0.789                   0.701                   183.9                   
2373.50                 2373.33                 18.45                   91.4                    0.803                   0.758                   0.789                   0.700                   183.6                   
2373.75                 2373.64                 12.23                   91.2                    0.803                   0.758                   0.788                   0.700                   183.6                   
2374.00                 2373.94                 0.64                    91.1                    0.803                   0.758                   0.787                   0.700                   183.6                   
2374.25                 2374.11                 3.11                    90.9                    0.804                   0.758                   0.788                   0.702                   183.6                   
2374.50                 2374.25                 5.26                    89.1                    0.806                   0.762                   0.790                   0.707                   183.6                   
2374.75                 2374.55                 14.81                   87.9                    0.807                   0.765                   0.792                   0.711                   183.6                   
2375.00                 2374.86                 27.29                   91.7                    0.808                   0.767                   0.794                   0.714                   183.6                   
2375.25                 2375.11                 39.12                   91.3                    0.809                   0.770                   0.795                   0.718                   183.6                   
2375.50                 2375.36                 51.02                   90.9                    0.810                   0.773                   0.797                   0.722                   183.6                   
2375.75                 2375.61                 62.93                   90.5                    0.811                   0.775                   0.799                   0.726                   183.6                   
2376.00                 2375.77                 70.83                   90.2                    0.812                   0.778                   0.800                   0.730                   183.5                   
2376.25                 2376.08                 7.79                    89.8                    0.813                   0.781                   0.802                   0.733                   183.3                   
2376.50                 2376.38                 13.45                   89.4                    0.814                   0.783                   0.803                   0.736                   183.0                   
2376.75                 2376.69                 337.05                  88.9                    0.814                   0.783                   0.803                   0.736                   182.8                   
2377.00                 2376.85                 567.05                  89.3                    0.814                   0.783                   0.803                   0.736                   182.6                   
2377.25                 2376.99                 750.39                  90.1                    0.814                   0.783                   0.803                   0.736                   182.3                   
2377.50                 2377.29                 1255.02                 90.8                    0.814                   0.783                   0.804                   0.736                   182.1                   
2377.75                 2377.60                 1321.36                 91.6                    0.814                   0.783                   0.804                   0.736                   181.9                   
2378.00                 2377.90                 1385.48                 92.3                    0.814                   0.783                   0.804                   0.736                   181.6                   
2378.25                 2378.21                 1534.80                 93.1                    0.814                   0.783                   0.804                   0.736                   181.4                   
2378.50                 2378.35                 1537.15                 93.8                    0.814                   0.783                   0.804                   0.736                   181.2                   
2378.75                 2378.60                 1541.19                 94.6                    0.814                   0.783                   0.804                   0.736                   180.9                   
2379.00                 2378.82                 1544.64                 95.3                    0.814                   0.783                   0.804                   0.736                   180.7                   
2379.25                 2379.12                 1549.86                 96.1                    0.814                   0.783                   0.804                   0.736                   180.4                   
2379.50                 2379.35                 1557.89                 96.8                    0.814                   0.783                   0.804                   0.736                   180.2                   
2379.75                 2379.60                 1566.57                 97.3                    0.814                   0.783                   0.804                   0.736                   180.0                   
2380.00                 2379.73                 1571.03                 96.7                    0.814                   0.783                   0.804                   0.736                   179.7                   
2380.25                 2380.04                 1592.91                 96.3                    0.814                   0.783                   0.804                   0.736                   179.5                   
2380.50                 2380.35                 1619.59                 95.9                    0.815                   0.783                   0.804                   0.736                   179.3                   
2380.75                 2380.65                 1644.24                 95.4                    0.815                   0.783                   0.804                   0.736                   179.0                   
2381.00                 2380.95                 1771.30                 95.0                    0.815                   0.783                   0.804                   0.736                   178.8                   
2381.25                 2381.10                 1784.02                 94.6                    0.815                   0.783                   0.804                   0.736                   178.6                   
2381.50                 2381.35                 1804.89                 94.2                    0.815                   0.783                   0.804                   0.736                   178.3                   
2381.75                 2381.56                 1822.19                 93.8                    0.850                   0.776                   0.816                   0.718                   178.1                   
2382.00                 2381.85                 1600.93                 93.3                    0.879                   0.823                   0.852                   0.775                   177.8                   
2382.25                 2382.17                 1361.53                 93.1                    0.923                   0.894                   0.906                   0.861                   177.6                   
2382.50                 2382.48                 1206.75                 96.7                    0.967                   0.965                   0.960                   0.947                   177.4                   
2382.75                 2382.60                 1210.23                 92.1                    1.025                   1.058                   1.031                   1.060                   177.1                   
2383.00                 2382.78                 1215.00                 88.7                    1.002                   1.006                   0.995                   0.985                   176.9                   
2383.25                 2383.08                 1089.95                 85.3                    0.952                   0.892                   0.919                   0.824                   176.7                   
2383.50                 2383.39                 942.69                  81.8                    0.967                   0.919                   0.914                   0.837                   176.4                   
2383.75                 2383.69                 164.56                  85.2                    0.932                   0.863                   0.906                   0.802                   176.4                   
2384.00                 2383.85                 229.13                  88.7                    0.925                   0.862                   0.905                   0.809                   176.4                   
2384.25                 2384.00                 288.19                  89.8                    0.916                   0.847                   0.897                   0.794                   176.4                   
2384.50                 2384.30                 327.39                  83.9                    0.913                   0.843                   0.889                   0.790                   176.4                   
2384.75                 2384.61                 384.65                  85.9                    0.913                   0.845                   0.891                   0.788                   176.4                   
2385.00                 2384.91                 365.40                  85.5                    0.917                   0.859                   0.902                   0.803                   176.4                   
2385.25                 2385.22                 211.48                  84.8                    0.918                   0.879                   0.909                   0.833                   176.4                   
2385.50                 2385.35                 169.49                  79.8                    0.919                   0.887                   0.909                   0.844                   176.4                   
2385.75                 2385.52                 116.81                  84.5                    0.922                   0.886                   0.909                   0.843                   176.4                   
2386.00                 2385.83                 13.89                   84.1                    0.922                   0.885                   0.908                   0.839                   176.4                   
2386.25                 2386.13                 12.01                   86.6                    0.924                   0.883                   0.912                   0.831                   179.8                   
2386.50                 2386.44                 12.21                   90.4                    0.926                   0.880                   0.906                   0.821                   180.1                   
2386.75                 2386.60                 12.60                   86.8                    0.926                   0.879                   0.909                   0.816                   180.1                   
2387.00                 2386.74                 12.93                   83.4                    0.926                   0.880                   0.903                   0.811                   180.1                   
2387.25                 2387.05                 21.92                   84.2                    0.929                   0.882                   0.903                   0.813                   180.1                   
2387.50                 2387.35                 39.15                   91.5                    0.930                   0.887                   0.905                   0.816                   180.1                   
2387.75                 2387.66                 54.22                   86.6                    0.931                   0.890                   0.908                   0.819                   180.1                   
2388.00                 2387.96                 70.83                   80.4                    0.931                   0.892                   0.910                   0.822                   180.1                   
2388.25                 2388.10                 74.00                   82.6                    0.933                   0.898                   0.911                   0.831                   180.1                   
2388.50                 2388.27                 77.64                   86.0                    0.932                   0.903                   0.908                   0.839                   180.1                   
2388.75                 2388.57                 77.35                   86.5                    0.931                   0.906                   0.908                   0.844                   180.1                   
2389.00                 2388.87                 88.91                   87.2                    0.931                   0.906                   0.907                   0.847                   180.1                   
2389.25                 2389.18                 88.67                   87.4                    0.931                   0.904                   0.907                   0.845                   180.1                   
2389.50                 2389.35                 96.53                   79.5                    0.930                   0.902                   0.907                   0.844                   180.1                   
2389.75                 2389.48                 102.53                  87.2                    0.929                   0.897                   0.902                   0.834                   180.1                   
2390.00                 2389.79                 103.95                  84.9                    0.929                   0.894                   0.900                   0.828                   180.1                   
2390.25                 2390.09                 96.53                   83.3                    0.928                   0.887                   0.894                   0.813                   180.1                   
2390.50                 2390.40                 98.32                   88.0                    0.927                   0.885                   0.890                   0.809                   180.1                   
2390.75                 2390.70                 114.96                  90.1                    0.925                   0.881                   0.881                   0.798                   180.1                   
2391.00                 2390.85                 120.79                  94.6                    0.924                   0.881                   0.879                   0.796                   180.1                   
2391.25                 2391.01                 126.90                  92.9                    0.922                   0.880                   0.878                   0.793                   180.1                   
2391.50                 2391.31                 146.90                  90.3                    0.917                   0.880                   0.868                   0.796                   180.1                   
2391.75                 2391.62                 160.26                  91.7                    0.918                   0.878                   0.873                   0.792                   180.1                   
2392.00                 2391.92                 183.23                  92.9                    0.916                   0.882                   0.881                   0.798                   180.1                   
2392.25                 2392.10                 182.62                  85.5                    0.915                   0.883                   0.876                   0.806                   180.1                   
2392.50                 2392.23                 182.20                  91.5                    0.911                   0.876                   0.872                   0.797                   180.1                   
2392.75                 2392.53                 156.37                  96.1                    0.910                   0.868                   0.867                   0.783                   180.1                   
2393.00                 2392.84                 144.71                  90.6                    0.909                   0.863                   0.868                   0.778                   180.1                   
2393.25                 2393.14                 120.70                  90.0                    0.908                   0.859                   0.866                   0.774                   180.1                   
2393.50                 2393.45                 98.59                   83.6                    0.908                   0.858                   0.869                   0.774                   180.1                   
2393.75                 2393.60                 88.29                   91.8                    0.908                   0.861                   0.877                   0.780                   180.1                   
2394.00                 2393.75                 78.42                   90.9                    0.907                   0.862                   0.879                   0.784                   180.1                   
2394.25                 2394.06                 66.73                   88.1                    0.908                   0.864                   0.882                   0.789                   180.1                   
2394.50                 2394.36                 67.82                   92.0                    0.908                   0.865                   0.888                   0.792                   180.1                   
2394.75                 2394.66                 62.94                   90.2                    0.909                   0.865                   0.886                   0.792                   180.1                   
2395.00                 2394.97                 55.58                   86.3                    0.909                   0.858                   0.891                   0.783                   180.5                   
2395.25                 2395.10                 54.47                   88.8                    0.907                   0.848                   0.887                   0.772                   181.2                   
2395.50                 2395.27                 53.01                   87.3                    0.906                   0.848                   0.882                   0.777                   181.9                   
2395.75                 2395.58                 55.51                   92.2                    0.911                   0.877                   0.913                   0.826                   182.1                   
2396.00                 2395.88                 59.41                   90.7                    0.912                   0.882                   0.922                   0.839                   182.5                   
2396.25                 2396.19                 58.65                   89.9                    0.901                   0.852                   0.902                   0.802                   182.8                   
2396.50                 2396.35                 55.25                   89.5                    0.887                   0.834                   0.881                   0.790                   183.2                   
2396.75                 2396.49                 52.28                   91.5                    0.880                   0.826                   0.871                   0.780                   183.4                   
2397.00                 2396.80                 36.58                   87.0                    0.866                   0.816                   0.856                   0.774                   183.6                   
2397.25                 2397.10                 25.48                   88.9                    0.850                   0.802                   0.831                   0.754                   183.6                   
2397.50                 2397.41                 19.76                   86.8                    0.847                   0.773                   0.805                   0.698                   183.6                   
2397.75                 2397.71                 14.86                   89.6                    0.845                   0.777                   0.790                   0.696                   183.4                   
2398.00                 2397.85                 15.54                   88.8                    0.848                   0.789                   0.803                   0.708                   183.6                   
2398.25                 2398.02                 16.36                   90.4                    0.849                   0.804                   0.802                   0.728                   183.6                   
