********************************************************************************

Well:		BILABRI D2
Path:		Original Path
Hole:		Original Path Hole
Start:		1640.00(m)
End:			2913.00(m)
Date/Time:	Thursday, August 24, 2006 /15:59:50
********************************************************************************


DEPTH                   ROP_AVG                 GR1AX                   RACLX                   RPCHX                   NPLX                    BDCX                    DRHX                    TCDX                    TVD          
m                       m/hr                    API                     ohm.m                   ohm.m                   pu                      g/cc                    g/cc                    degF                    m          

2697.50                 48.05                   43.5                    2.531                   24.780                  19.92                   2.11                    0.06                    188.9                   2393.50                 
2697.75                 51.80                   45.3                    3.311                   20.272                  21.30                   2.19                    0.07                    188.9                   2393.69                 
2698.00                 51.18                   51.2                    4.090                   15.764                  22.69                   2.03                    0.07                    188.9                   2393.88                 
2698.25                 53.13                   57.1                    4.870                   11.256                  24.07                   1.86                    0.07                    188.9                   2394.08                 
2698.50                 55.08                   63.1                    4.400                   9.403                   25.42                   1.93                    0.07                    188.9                   2394.27                 
2698.75                 55.02                   69.0                    3.930                   7.551                   26.77                   2.00                    0.07                    188.9                   2394.47                 
2699.00                 53.18                   75.0                    3.459                   5.698                   28.13                   2.07                    0.07                    188.9                   2394.66                 
2699.25                 48.50                   74.5                    2.989                   3.845                   29.48                   2.14                    0.07                    188.9                   2394.86                 
2699.50                 42.39                   74.0                    2.519                   1.992                   30.83                   2.21                    0.07                    188.9                   2395.05                 
2699.75                 42.63                   73.5                    2.207                   1.775                   30.59                   2.29                    0.07                    188.9                   2395.24                 
2700.00                 42.87                   73.1                    1.894                   1.558                   30.35                   2.36                    0.07                    188.9                   2395.44                 
2700.25                 35.50                   79.4                    1.892                   1.549                   30.11                   2.33                    0.07                    188.9                   2395.63                 
2700.50                 35.52                   85.6                    1.889                   1.541                   30.75                   2.31                    0.06                    188.9                   2395.83                 
2700.75                 36.13                   91.9                    1.887                   1.532                   31.40                   2.28                    0.05                    188.9                   2396.02                 
2701.00                 36.95                   94.2                    1.884                   1.524                   32.05                   2.26                    0.05                    188.9                   2396.22                 
2701.25                 37.78                   96.4                    2.119                   1.984                   32.69                   2.23                    0.04                    188.9                   2396.41                 
2701.50                 38.12                   98.6                    2.354                   2.445                   31.20                   2.34                    0.07                    188.9                   2396.60                 
2701.75                 40.20                   100.9                   2.590                   2.905                   29.70                   2.23                    0.07                    188.9                   2396.80                 
2702.00                 39.80                   75.4                    2.945                   3.954                   28.20                   2.13                    0.06                    188.9                   2396.99                 
2702.25                 39.52                   70.2                    3.301                   5.003                   26.70                   2.03                    0.06                    188.9                   2397.19                 
2702.50                 39.16                   65.1                    3.656                   6.051                   25.21                   2.04                    0.06                    188.9                   2397.38                 
2702.75                 38.80                   70.1                    3.084                   4.565                   23.71                   2.05                    0.07                    188.9                   2397.57                 
2703.00                 30.13                   75.1                    2.512                   3.078                   22.21                   2.03                    0.07                    188.9                   2397.77                 
2703.25                 25.10                   80.1                    1.940                   1.592                   19.87                   2.01                    0.07                    188.9                   2397.96                 
2703.50                 22.58                   73.4                    5.558                   15.131                  17.54                   1.99                    0.07                    188.9                   2398.16                 
2703.75                 25.26                   66.7                    5.966                   19.717                  15.20                   1.97                    0.06                    188.9                   2398.35                 
2704.00                 27.94                   60.0                    6.374                   24.303                  12.86                   1.95                    0.06                    188.9                   2398.55                 
2704.25                 37.71                   53.3                    6.782                   28.889                  11.46                   1.93                    0.06                    188.9                   2398.74                 
2704.50                 49.04                   57.4                    7.058                   27.813                  10.06                   1.90                    0.06                    188.9                   2398.93                 
2704.75                 56.64                   61.6                    7.335                   26.737                  8.66                    1.88                    0.06                    188.9                   2399.13                 
2705.00                 58.86                   65.7                    7.253                   22.719                  7.25                    1.89                    0.05                    188.9                   2399.32                 
2705.25                 57.12                   69.9                    7.172                   18.700                  5.85                    1.89                    0.05                    188.9                   2399.52                 
2705.50                 55.38                   74.0                    7.090                   14.681                  4.45                    1.90                    0.05                    188.9                   2399.71                 
2705.75                 56.25                   72.4                    7.009                   10.662                  3.05                    1.90                    0.05                    188.9                   2399.91                 
2706.00                 53.15                   70.9                    6.549                   8.679                   1.65                    1.91                    0.04                    188.9                   2400.10                 
2706.25                 55.57                   69.3                    6.090                   6.695                   28.83                   1.91                    0.04                    188.9                   2400.29                 
2706.50                 32.89                   73.4                    5.287                   10.007                  37.96                   1.91                    0.04                    188.9                   2400.49                 
2706.75                 34.08                   77.5                    3.942                   5.890                   47.09                   1.91                    0.04                    188.9                   2400.68                 
2707.00                 35.27                   81.7                    2.598                   1.773                   56.22                   1.91                    0.03                    188.9                   2400.88                 
2707.25                 39.42                   85.8                    3.887                   4.543                   65.34                   1.91                    0.03                    188.9                   2401.07                 
2707.50                 43.40                   80.1                    3.141                   3.397                   74.47                   1.91                    0.03                    188.9                   2401.27                 
2707.75                 38.19                   74.5                    2.394                   2.252                   83.60                   1.91                    0.03                    188.9                   2401.46                 
2708.00                 35.09                   77.7                    2.958                   2.562                   92.72                   1.91                    0.02                    188.9                   2401.65                 
2708.25                 31.98                   80.9                    2.553                   1.972                   101.85                  2.72                    0.22                    188.9                   2401.85                 
2708.50                 28.29                   84.1                    2.410                   1.851                   110.98                  3.53                    0.14                    188.8                   2402.04                 
2708.75                 23.19                   87.3                    2.266                   1.730                   78.27                   3.41                    0.13                    188.7                   2402.24                 
2709.00                 23.41                   90.5                    2.122                   1.609                   45.57                   3.30                    0.13                    188.6                   2402.43                 
2709.25                 23.10                   92.6                    2.093                   1.823                   12.86                   3.18                    0.12                    188.5                   2402.63                 
2709.50                 22.28                   94.6                    2.063                   2.038                   15.10                   3.07                    0.12                    188.4                   2402.82                 
2709.75                 21.47                   96.6                    2.033                   2.252                   17.34                   2.95                    0.12                    188.2                   2403.02                 
2710.00                 22.68                   107.5                   6.374                   24.102                  19.59                   2.83                    0.11                    188.1                   2403.21                 
2710.25                 29.49                   78.7                    5.377                   18.142                  21.83                   2.72                    0.11                    188.0                   2403.40                 
2710.50                 32.66                   80.0                    4.380                   12.181                  24.07                   2.60                    0.10                    187.9                   2403.60                 
2710.75                 33.39                   81.4                    3.383                   6.221                   24.36                   2.49                    0.10                    187.8                   2403.79                 
2711.00                 34.12                   82.7                    2.386                   2.185                   24.65                   2.37                    0.09                    187.6                   2403.99                 
2711.25                 32.03                   84.0                    2.409                   2.207                   24.93                   2.25                    0.09                    187.5                   2404.18                 
2711.50                 29.30                   85.3                    2.433                   2.229                   25.22                   2.24                    0.08                    187.4                   2404.38                 
2711.75                 27.02                   84.1                    2.456                   2.671                   25.51                   2.23                    0.08                    187.3                   2404.57                 
2712.00                 25.96                   82.8                    2.480                   3.112                   25.80                   2.21                    0.07                    187.2                   2404.76                 
2712.25                 26.30                   81.6                    2.503                   3.553                   26.08                   2.20                    0.06                    187.0                   2404.96                 
2712.50                 26.64                   80.3                    2.467                   3.480                   26.37                   2.18                    0.06                    186.9                   2405.15                 
2712.75                 27.41                   79.0                    2.431                   3.407                   26.66                   2.17                    0.05                    186.8                   2405.35                 
2713.00                 26.68                   77.8                    2.395                   3.334                   28.01                   2.16                    0.05                    186.7                   2405.54                 
2713.25                 24.83                   82.1                    2.359                   3.261                   28.34                   2.15                    0.05                    186.6                   2405.74                 
2713.50                 24.72                   86.5                    2.275                   2.838                   28.68                   2.14                    0.05                    186.5                   2405.93                 
2713.75                 24.61                   90.8                    2.191                   2.415                   29.01                   2.13                    0.05                    186.3                   2406.13                 
2714.00                 24.22                   95.1                    2.116                   2.013                   29.35                   2.12                    0.04                    186.2                   2406.32                 
2714.25                 23.47                   99.5                    2.092                   1.980                   29.68                   2.11                    0.04                    186.4                   2406.52                 
2714.50                 18.36                   94.7                    2.068                   1.947                   30.01                   2.09                    0.04                    186.5                   2406.71                 
2714.75                 17.79                   94.7                    2.044                   1.913                   30.35                   2.81                    0.05                    186.7                   2406.91                 
2715.00                 18.20                   94.7                    2.020                   1.880                   30.68                   3.53                    0.06                    186.8                   2407.10                 
2715.25                 18.62                   94.7                    1.997                   1.847                   31.02                   3.44                    0.06                    186.9                   2407.30                 
2715.50                 20.31                   94.7                    1.973                   1.813                   31.35                   3.35                    0.06                    187.1                   2407.49                 
2715.75                 21.34                   94.7                    1.210                   1.765                   31.69                   3.26                    0.07                    187.2                   2407.69                 
2716.00                 20.70                   94.7                    0.446                   1.717                   32.02                   3.17                    0.07                    187.4                   2407.88                 
2716.25                 20.87                   94.7                    0.728                   1.669                   32.36                   3.09                    0.08                    187.5                   2408.08                 
2716.50                 21.04                   127.9                   1.010                   1.620                   32.69                   3.00                    0.08                    187.7                   2408.27                 
2716.75                 22.29                   161.0                   1.291                   1.572                   32.23                   2.91                    0.08                    187.8                   2408.47                 
2717.00                 21.89                   194.2                   1.573                   1.524                   31.76                   2.82                    0.09                    187.9                   2408.67                 
2717.25                 21.56                   168.4                   1.480                   1.541                   31.29                   2.73                    0.09                    188.1                   2408.86                 
2717.50                 21.09                   142.6                   0.811                   1.502                   30.83                   2.64                    0.09                    188.2                   2409.06                 
2717.75                 21.43                   116.8                   0.143                   1.464                   31.14                   2.55                    0.10                    188.4                   2409.25                 
2718.00                 21.78                   91.0                    1.373                   1.426                   31.45                   2.46                    0.10                    188.5                   2409.45                 
2718.25                 21.82                   91.7                    1.406                   1.388                   31.76                   2.38                    0.10                    188.7                   2409.64                 
2718.50                 22.51                   92.3                    1.440                   1.349                   32.07                   2.38                    0.10                    188.8                   2409.84                 
2718.75                 22.33                   93.0                    1.221                   9.155                   32.38                   2.38                    0.10                    188.9                   2410.04                 
2719.00                 22.45                   93.7                    1.002                   16.962                  32.69                   2.38                    0.10                    188.8                   2410.23                 
2719.25                 22.85                   94.3                    0.783                   24.768                  32.50                   2.38                    0.09                    188.6                   2410.43                 
2719.50                 23.24                   95.0                    0.564                   32.574                  32.31                   2.39                    0.09                    188.4                   2410.63                 
2719.75                 22.57                   95.7                    0.345                   40.380                  32.13                   2.38                    0.09                    188.2                   2410.82                 
2720.00                 27.46                   266.5                   0.126                   48.187                  31.94                   2.37                    0.09                    188.0                   2411.02                 
2720.25                 28.03                   437.3                   17.213                  68.952                  40.47                   2.36                    0.09                    187.8                   2411.22                 
2720.50                 29.74                   94.3                    11.957                  46.476                  49.01                   2.35                    0.09                    187.6                   2411.41                 
2720.75                 31.44                   93.4                    6.700                   24.000                  43.76                   2.34                    0.09                    187.4                   2411.61                 
2721.00                 37.25                   92.6                    1.444                   1.524                   38.51                   2.33                    0.09                    187.2                   2411.81                 
2721.25                 36.69                   91.8                    1.449                   1.526                   33.26                   2.31                    0.09                    187.0                   2412.00                 
2721.50                 29.63                   90.9                    1.454                   1.527                   28.01                   2.30                    0.09                    186.8                   2412.20                 
2721.75                 22.57                   90.1                    1.459                   1.529                   28.88                   2.29                    0.09                    186.6                   2412.40                 
2722.00                 11.29                   89.3                    1.464                   1.531                   29.75                   2.27                    0.09                    186.4                   2412.59                 
2722.25                 0.00                    88.4                    1.470                   1.532                   30.00                   3.54                    0.09                    186.2                   2412.79                 
2722.50                 2.41                    87.6                    1.475                   1.534                   30.24                   2.98                    0.09                    193.9                   2412.99                 
2722.75                 10.41                   86.7                    1.480                   1.536                   30.49                   2.42                    0.09                    201.6                   2413.19                 
2723.00                 21.90                   87.3                    1.485                   1.537                   30.74                   2.38                    0.09                    209.3                   2413.38                 
2723.25                 34.20                   87.8                    1.490                   1.539                   30.99                   2.34                    0.10                    216.9                   2413.58                 
2723.50                 46.51                   88.4                    1.496                   1.541                   29.50                   2.31                    0.10                    224.6                   2413.78                 
2723.75                 55.52                   88.9                    1.499                   1.558                   28.01                   2.38                    0.11                    232.3                   2413.98                 
2724.00                 48.88                   89.5                    1.503                   1.575                   29.57                   2.46                    0.12                    240.0                   2414.17                 
2724.25                 53.66                   90.0                    1.507                   1.592                   31.13                   2.25                    0.07                    247.6                   2414.37                 
2724.50                 54.89                   88.9                    1.510                   1.610                   32.69                   2.30                    0.08                    255.3                   2414.57                 
2724.75                 53.04                   87.8                    1.514                   1.627                   34.25                   2.34                    0.08                    263.0                   2414.77                 
2725.00                 51.19                   86.7                    0.118                   1.575                   34.33                   2.38                    0.08                    270.7                   2414.96                 
2725.25                 39.84                   85.6                    1.510                   1.524                   34.41                   2.42                    0.08                    278.4                   2415.16                 
2725.50                 34.08                   84.4                    1.493                   1.521                   34.49                   2.46                    0.09                    286.0                   2415.36                 
2725.75                 33.33                   83.3                    1.476                   1.517                   34.57                   2.32                    0.09                    293.7                   2415.56                 
2726.00                 29.34                   82.2                    1.459                   1.514                   34.65                   2.33                    0.09                    301.4                   2415.76                 
2726.25                 25.35                   81.1                    1.442                   1.511                   33.50                   2.34                    0.09                    309.1                   2415.95                 
2726.50                 28.35                   83.0                    1.425                   1.507                   32.35                   2.35                    0.09                    316.7                   2416.15                 
2726.75                 40.48                   84.9                    1.387                   1.464                   31.19                   2.37                    0.09                    324.4                   2416.35                 
2727.00                 20.24                   86.7                    1.350                   1.421                   28.66                   2.36                    0.09                    332.1                   2416.55                 
2727.25                 0.00                    87.1                    1.312                   1.378                   26.12                   2.36                    0.09                    339.8                   2416.75                 
2727.50                 2.73                    87.5                    1.274                   1.334                   30.25                   2.36                    0.09                    347.5                   2416.95                 
2727.75                 5.45                    87.8                    1.256                   1.308                   34.39                   2.36                    0.09                    355.1                   2417.15                 
2728.00                 16.13                   88.2                    1.238                   1.282                   38.52                   2.36                    0.09                    322.4                   2417.34                 
2728.25                 27.33                   88.6                    1.219                   1.256                   42.66                   2.37                    0.09                    318.8                   2417.54                 
2728.50                 36.90                   88.9                    1.201                   1.230                   38.68                   2.39                    0.10                    315.1                   2417.74                 
2728.75                 41.53                   89.3                    1.183                   1.204                   37.77                   2.41                    0.10                    311.4                   2417.94                 
2729.00                 45.09                   89.6                    1.164                   1.178                   36.87                   2.40                    0.10                    307.7                   2418.14                 
2729.25                 48.64                   90.0                    1.146                   1.152                   35.97                   2.40                    0.09                    304.0                   2418.34                 
2729.50                 24.32                   90.4                    1.128                   1.126                   35.06                   2.40                    0.08                    300.4                   2418.54                 
2729.75                 0.00                    90.7                    1.121                   1.142                   34.16                   2.40                    0.07                    296.7                   2418.74                 
2730.00                 5.27                    91.1                    1.114                   1.159                   33.26                   2.40                    0.07                    293.0                   2418.94                 
2730.25                 13.52                   91.5                    1.108                   1.176                   34.25                   2.41                    0.07                    289.3                   2419.14                 
2730.50                 21.77                   90.5                    1.101                   1.192                   35.25                   2.42                    0.07                    285.6                   2419.34                 
2730.75                 38.45                   89.6                    1.096                   1.154                   29.56                   2.43                    0.07                    281.9                   2419.53                 
2731.00                 53.63                   88.6                    1.090                   1.116                   23.86                   2.44                    0.07                    278.3                   2419.73                 
2731.25                 51.99                   87.7                    1.085                   1.077                   29.57                   2.45                    0.07                    274.6                   2419.93                 
2731.50                 52.16                   87.9                    1.079                   1.039                   35.28                   2.46                    0.07                    270.9                   2420.13                 
2731.75                 50.82                   88.2                    1.079                   1.057                   40.99                   2.47                    0.07                    267.2                   2420.33                 
2732.00                 49.47                   88.4                    1.079                   1.076                   61.88                   2.49                    0.07                    263.5                   2420.53                 
2732.25                 48.01                   88.6                    1.078                   1.082                   82.78                   2.25                    -0.25                   259.9                   2420.73                 
2732.50                 39.32                   88.9                    1.078                   1.088                   103.67                  2.01                    0.06                    256.2                   2420.93                 
2732.75                 36.55                   89.1                    1.077                   1.094                   87.76                   2.40                    0.09                    252.5                   2421.13                 
2733.00                 35.59                   90.2                    1.077                   1.100                   71.86                   2.45                    0.10                    248.8                   2421.33                 
2733.25                 34.62                   91.2                    1.072                   1.094                   55.95                   2.42                    0.11                    245.1                   2421.53                 
2733.50                 32.03                   92.3                    1.066                   1.088                   40.05                   2.39                    0.12                    241.4                   2421.73                 
2733.75                 34.10                   93.3                    1.061                   1.082                   36.98                   2.33                    0.11                    237.8                   2421.93                 
2734.00                 37.64                   94.4                    1.056                   1.076                   33.91                   2.27                    0.10                    234.1                   2422.13                 
2734.25                 37.93                   95.5                    1.050                   0.910                   30.84                   2.21                    0.09                    230.4                   2422.33                 
2734.50                 40.27                   96.6                    1.043                   0.745                   27.77                   2.15                    0.08                    226.7                   2422.53                 
2734.75                 42.62                   97.7                    1.045                   0.825                   24.71                   2.09                    0.07                    223.0                   2422.74                 
2735.00                 21.27                   98.8                    1.046                   0.904                   29.45                   2.03                    0.06                    219.4                   2422.94                 
2735.25                 0.00                    99.8                    1.047                   0.984                   34.19                   2.16                    0.06                    215.7                   2423.14                 
2735.50                 3.41                    100.9                   1.048                   1.063                   38.93                   2.29                    0.07                    212.0                   2423.34                 
2735.75                 11.25                   102.0                   1.953                   5.127                   43.67                   2.41                    0.07                    208.3                   2423.54                 
2736.00                 19.09                   103.1                   1.840                   4.319                   32.09                   2.54                    0.07                    204.6                   2423.74                 
2736.25                 37.05                   104.2                   1.726                   3.511                   20.52                   2.66                    0.08                    200.9                   2423.94                 
2736.50                 52.94                   95.5                    1.613                   2.703                   8.94                    2.79                    0.08                    197.3                   2424.14                 
2736.75                 52.23                   86.7                    1.500                   1.896                   45.24                   2.44                    0.09                    193.6                   2424.34                 
2737.00                 43.39                   90.2                    1.386                   1.088                   44.26                   2.43                    0.09                    189.9                   2424.54                 
2737.25                 39.97                   93.6                    1.273                   1.076                   43.27                   2.43                    0.09                    186.2                   2424.74                 
2737.50                 36.55                   97.1                    1.160                   1.063                   42.29                   2.42                    0.09                    186.3                   2424.95                 
2737.75                 34.96                   79.8                    1.046                   1.051                   41.30                   2.42                    0.09                    186.4                   2425.15                 
2738.00                 32.14                   62.5                    0.232                   1.662                   40.32                   2.43                    0.09                    186.5                   2425.35                 
2738.25                 30.37                   45.2                    0.851                   1.330                   39.33                   2.44                    0.10                    186.6                   2425.55                 
2738.50                 30.41                   27.8                    1.470                   0.998                   39.04                   2.45                    0.10                    186.7                   2425.75                 
2738.75                 30.46                   38.9                    1.035                   0.666                   38.74                   2.46                    0.10                    186.7                   2425.95                 
2739.00                 30.59                   50.0                    1.032                   5.811                   38.45                   2.45                    0.10                    186.8                   2426.15                 
2739.25                 30.00                   61.1                    1.029                   10.955                  38.15                   2.44                    0.10                    186.9                   2426.36                 
2739.50                 31.11                   72.1                    1.029                   7.662                   37.86                   2.44                    0.10                    187.0                   2426.56                 
2739.75                 28.85                   83.2                    1.029                   4.369                   37.56                   2.43                    0.10                    187.1                   2426.76                 
2740.00                 28.92                   94.3                    1.029                   1.076                   39.50                   2.43                    0.10                    187.2                   2426.96                 
2740.25                 28.99                   95.2                    1.035                   1.067                   41.44                   2.42                    0.10                    187.3                   2427.16                 
2740.50                 29.38                   93.6                    1.041                   1.059                   43.39                   2.42                    0.10                    187.4                   2427.37                 
2740.75                 29.97                   91.9                    1.047                   1.051                   45.33                   2.42                    0.10                    187.5                   2427.57                 
2741.00                 29.71                   93.8                    1.047                   1.088                   47.27                   2.41                    0.10                    187.5                   2427.77                 
2741.25                 30.22                   95.7                    1.063                   1.004                   49.21                   2.41                    0.09                    187.6                   2427.97                 
2741.50                 30.22                   97.6                    1.124                   0.934                   46.44                   2.41                    0.09                    187.7                   2428.17                 
2741.75                 30.23                   99.5                    1.186                   0.865                   43.67                   2.41                    0.09                    187.8                   2428.38                 
2742.00                 28.89                   93.8                    0.677                   22.376                  45.72                   2.42                    0.09                    187.9                   2428.58                 
2742.25                 28.46                   88.2                    0.169                   43.887                  47.77                   2.43                    0.10                    188.0                   2428.78                 
2742.50                 28.18                   80.1                    0.722                   164.271                 49.82                   2.44                    0.10                    188.1                   2428.98                 
2742.75                 29.24                   72.1                    1.275                   284.655                 43.54                   2.45                    0.10                    188.2                   2429.19                 
2743.00                 30.31                   64.1                    1.828                   405.039                 37.26                   2.47                    0.10                    188.2                   2429.39                 
2743.25                 32.24                   56.1                    1.766                   270.684                 30.98                   2.36                    0.09                    188.3                   2429.59                 
2743.50                 31.72                   48.1                    1.704                   136.328                 24.71                   2.26                    0.08                    188.4                   2429.79                 
2743.75                 29.61                   40.1                    1.642                   1.972                   26.75                   2.16                    0.07                    188.5                   2430.00                 
